species	rank_no	name	rank	id
Cebus_imitator	20	Eutheria	clade	9347
Cebus_imitator	21	Boreoeutheria	clade	1437010
Cebus_imitator	22	Euarchontoglires	superorder	314146
Cebus_imitator	23	Primates	order	9443
Cebus_imitator	24	Haplorrhini	suborder	376913
Cebus_imitator	25	Simiiformes	infraorder	314293
Cebus_imitator	26	Platyrrhini	parvorder	9479
Cebus_imitator	27	Cebidae	family	9498
Cebus_imitator	28	Cebinae	subfamily	38070
Cebus_imitator	29	Cebus	genus	9513
Cebus_imitator	30	Cebus imitator	species	2715852
Centrocercus_urophasianus	1	cellular organisms	no rank	131567
Centrocercus_urophasianus	2	Eukaryota	superkingdom	2759
Centrocercus_urophasianus	3	Opisthokonta	clade	33154
Centrocercus_urophasianus	4	Metazoa	kingdom	33208
Centrocercus_urophasianus	5	Eumetazoa	clade	6072
Centrocercus_urophasianus	6	Bilateria	clade	33213
Centrocercus_urophasianus	7	Deuterostomia	clade	33511
Centrocercus_urophasianus	8	Chordata	phylum	7711
Centrocercus_urophasianus	9	Craniata	subphylum	89593
Centrocercus_urophasianus	10	Vertebrata	clade	7742
Centrocercus_urophasianus	11	Gnathostomata	clade	7776
Centrocercus_urophasianus	12	Teleostomi	clade	117570
Centrocercus_urophasianus	13	Euteleostomi	clade	117571
Centrocercus_urophasianus	14	Sarcopterygii	superclass	8287
Centrocercus_urophasianus	15	Dipnotetrapodomorpha	clade	1338369
Centrocercus_urophasianus	16	Tetrapoda	clade	32523
Centrocercus_urophasianus	17	Amniota	clade	32524
Centrocercus_urophasianus	18	Sauropsida	clade	8457
Centrocercus_urophasianus	19	Sauria	clade	32561
Centrocercus_urophasianus	20	Archelosauria	clade	1329799
Centrocercus_urophasianus	21	Archosauria	clade	8492
Centrocercus_urophasianus	22	Dinosauria	clade	436486
Centrocercus_urophasianus	23	Saurischia	clade	436489
Centrocercus_urophasianus	24	Theropoda	clade	436491
Centrocercus_urophasianus	25	Coelurosauria	clade	436492
Centrocercus_urophasianus	26	Aves	class	8782
Centrocercus_urophasianus	27	Neognathae	infraclass	8825
Centrocercus_urophasianus	28	Galloanserae	superorder	1549675
Centrocercus_urophasianus	29	Galliformes	order	8976
Centrocercus_urophasianus	30	Phasianidae	family	9005
Centrocercus_urophasianus	31	Tetraoninae	subfamily	466585
Centrocercus_urophasianus	32	Centrocercus	genus	9001
Centrocercus_urophasianus	33	Centrocercus urophasianus	species	9002
Centropus_bengalensis	1	cellular organisms	no rank	131567
Centropus_bengalensis	2	Eukaryota	superkingdom	2759
Centropus_bengalensis	3	Opisthokonta	clade	33154
Centropus_bengalensis	4	Metazoa	kingdom	33208
Centropus_bengalensis	5	Eumetazoa	clade	6072
Centropus_bengalensis	6	Bilateria	clade	33213
Centropus_bengalensis	7	Deuterostomia	clade	33511
Centropus_bengalensis	8	Chordata	phylum	7711
Centropus_bengalensis	9	Craniata	subphylum	89593
Centropus_bengalensis	10	Vertebrata	clade	7742
Centropus_bengalensis	11	Gnathostomata	clade	7776
Centropus_bengalensis	12	Teleostomi	clade	117570
Centropus_bengalensis	13	Euteleostomi	clade	117571
Centropus_bengalensis	14	Sarcopterygii	superclass	8287
Centropus_bengalensis	15	Dipnotetrapodomorpha	clade	1338369
Centropus_bengalensis	16	Tetrapoda	clade	32523
Centropus_bengalensis	17	Amniota	clade	32524
Centropus_bengalensis	18	Sauropsida	clade	8457
Centropus_bengalensis	19	Sauria	clade	32561
Centropus_bengalensis	20	Archelosauria	clade	1329799
Centropus_bengalensis	21	Archosauria	clade	8492
Centropus_bengalensis	22	Dinosauria	clade	436486
Centropus_bengalensis	23	Saurischia	clade	436489
Centropus_bengalensis	24	Theropoda	clade	436491
Centropus_bengalensis	25	Coelurosauria	clade	436492
Centropus_bengalensis	26	Aves	class	8782
Centropus_bengalensis	27	Neognathae	infraclass	8825
Centropus_bengalensis	28	Cuculiformes	order	8940
Centropus_bengalensis	29	Centropidae	family	57382
Centropus_bengalensis	30	Centropus	genus	57401
Centropus_bengalensis	31	Centropus bengalensis	species	1463675
Centropus_unirufus	1	cellular organisms	no rank	131567
Centropus_unirufus	2	Eukaryota	superkingdom	2759
Centropus_unirufus	3	Opisthokonta	clade	33154
Centropus_unirufus	4	Metazoa	kingdom	33208
Centropus_unirufus	5	Eumetazoa	clade	6072
Centropus_unirufus	6	Bilateria	clade	33213
Centropus_unirufus	7	Deuterostomia	clade	33511
Centropus_unirufus	8	Chordata	phylum	7711
Centropus_unirufus	9	Craniata	subphylum	89593
Centropus_unirufus	10	Vertebrata	clade	7742
Centropus_unirufus	11	Gnathostomata	clade	7776
Centropus_unirufus	12	Teleostomi	clade	117570
Centropus_unirufus	13	Euteleostomi	clade	117571
Centropus_unirufus	14	Sarcopterygii	superclass	8287
Centropus_unirufus	15	Dipnotetrapodomorpha	clade	1338369
Centropus_unirufus	16	Tetrapoda	clade	32523
Centropus_unirufus	17	Amniota	clade	32524
Centropus_unirufus	18	Sauropsida	clade	8457
Centropus_unirufus	19	Sauria	clade	32561
Centropus_unirufus	20	Archelosauria	clade	1329799
Centropus_unirufus	21	Archosauria	clade	8492
Centropus_unirufus	22	Dinosauria	clade	436486
Centropus_unirufus	23	Saurischia	clade	436489
Centropus_unirufus	24	Theropoda	clade	436491
Centropus_unirufus	25	Coelurosauria	clade	436492
Centropus_unirufus	26	Aves	class	8782
Centropus_unirufus	27	Neognathae	infraclass	8825
Centropus_unirufus	28	Cuculiformes	order	8940
Centropus_unirufus	29	Centropidae	family	57382
Centropus_unirufus	30	Centropus	genus	57401
Centropus_unirufus	31	Centropus unirufus	species	1118519
Centruroides_sculpturatus	1	cellular organisms	no rank	131567
Centruroides_sculpturatus	2	Eukaryota	superkingdom	2759
Centruroides_sculpturatus	3	Opisthokonta	clade	33154
Centruroides_sculpturatus	4	Metazoa	kingdom	33208
Centruroides_sculpturatus	5	Eumetazoa	clade	6072
Centruroides_sculpturatus	6	Bilateria	clade	33213
Centruroides_sculpturatus	7	Protostomia	clade	33317
Centruroides_sculpturatus	8	Ecdysozoa	clade	1206794
Centruroides_sculpturatus	9	Panarthropoda	clade	88770
Centruroides_sculpturatus	10	Arthropoda	phylum	6656
Centruroides_sculpturatus	11	Chelicerata	subphylum	6843
Centruroides_sculpturatus	12	Arachnida	class	6854
Centruroides_sculpturatus	13	Scorpiones	order	6855
Centruroides_sculpturatus	14	Buthida	parvorder	259437
Centruroides_sculpturatus	15	Buthoidea	superfamily	70336
Centruroides_sculpturatus	16	Buthidae	family	6856
Centruroides_sculpturatus	17	Centruroides	genus	6875
Centruroides_sculpturatus	18	Centruroides sculpturatus	species	218467
Cephalopterus_ornatus	1	cellular organisms	no rank	131567
Cephalopterus_ornatus	2	Eukaryota	superkingdom	2759
Cephalopterus_ornatus	3	Opisthokonta	clade	33154
Cephalopterus_ornatus	4	Metazoa	kingdom	33208
Cephalopterus_ornatus	5	Eumetazoa	clade	6072
Cephalopterus_ornatus	6	Bilateria	clade	33213
Cephalopterus_ornatus	7	Deuterostomia	clade	33511
Cephalopterus_ornatus	8	Chordata	phylum	7711
Cephalopterus_ornatus	9	Craniata	subphylum	89593
Cephalopterus_ornatus	10	Vertebrata	clade	7742
Cephalopterus_ornatus	11	Gnathostomata	clade	7776
Cephalopterus_ornatus	12	Teleostomi	clade	117570
Cephalopterus_ornatus	13	Euteleostomi	clade	117571
Cephalopterus_ornatus	14	Sarcopterygii	superclass	8287
Cephalopterus_ornatus	15	Dipnotetrapodomorpha	clade	1338369
Cephalopterus_ornatus	16	Tetrapoda	clade	32523
Cephalopterus_ornatus	17	Amniota	clade	32524
Cephalopterus_ornatus	18	Sauropsida	clade	8457
Cephalopterus_ornatus	19	Sauria	clade	32561
Cephalopterus_ornatus	20	Archelosauria	clade	1329799
Cephalopterus_ornatus	21	Archosauria	clade	8492
Cephalopterus_ornatus	22	Dinosauria	clade	436486
Cephalopterus_ornatus	23	Saurischia	clade	436489
Cephalopterus_ornatus	24	Theropoda	clade	436491
Cephalopterus_ornatus	25	Coelurosauria	clade	436492
Cephalopterus_ornatus	26	Aves	class	8782
Cephalopterus_ornatus	27	Neognathae	infraclass	8825
Cephalopterus_ornatus	28	Passeriformes	order	9126
Cephalopterus_ornatus	29	Cotingidae	family	9127
Cephalopterus_ornatus	30	Cephalopterus	genus	114275
Cephalopterus_ornatus	31	Cephalopterus ornatus	species	114276
Cephus_cinctus	1	cellular organisms	no rank	131567
Cephus_cinctus	2	Eukaryota	superkingdom	2759
Cephus_cinctus	3	Opisthokonta	clade	33154
Cephus_cinctus	4	Metazoa	kingdom	33208
Cephus_cinctus	5	Eumetazoa	clade	6072
Cephus_cinctus	6	Bilateria	clade	33213
Cephus_cinctus	7	Protostomia	clade	33317
Cephus_cinctus	8	Ecdysozoa	clade	1206794
Cephus_cinctus	9	Panarthropoda	clade	88770
Cephus_cinctus	10	Arthropoda	phylum	6656
Cephus_cinctus	11	Mandibulata	clade	197563
Cephus_cinctus	12	Pancrustacea	clade	197562
Cephus_cinctus	13	Hexapoda	subphylum	6960
Cephus_cinctus	14	Insecta	class	50557
Cephus_cinctus	15	Dicondylia	clade	85512
Cephus_cinctus	16	Pterygota	subclass	7496
Cephus_cinctus	17	Neoptera	infraclass	33340
Cephus_cinctus	18	Endopterygota	cohort	33392
Cephus_cinctus	19	Hymenoptera	order	7399
Cephus_cinctus	20	Cephoidea	superfamily	222823
Cephus_cinctus	21	Cephidae	family	27524
Cephus_cinctus	22	Cephus	genus	173784
Cephus_cinctus	23	Cephus cinctus	species	211228
Cepphus_grylle	1	cellular organisms	no rank	131567
Cepphus_grylle	2	Eukaryota	superkingdom	2759
Cepphus_grylle	3	Opisthokonta	clade	33154
Cepphus_grylle	4	Metazoa	kingdom	33208
Cepphus_grylle	5	Eumetazoa	clade	6072
Cepphus_grylle	6	Bilateria	clade	33213
Cepphus_grylle	7	Deuterostomia	clade	33511
Cepphus_grylle	8	Chordata	phylum	7711
Cepphus_grylle	9	Craniata	subphylum	89593
Cepphus_grylle	10	Vertebrata	clade	7742
Cepphus_grylle	11	Gnathostomata	clade	7776
Cepphus_grylle	12	Teleostomi	clade	117570
Cepphus_grylle	13	Euteleostomi	clade	117571
Cepphus_grylle	14	Sarcopterygii	superclass	8287
Cepphus_grylle	15	Dipnotetrapodomorpha	clade	1338369
Cepphus_grylle	16	Tetrapoda	clade	32523
Cepphus_grylle	17	Amniota	clade	32524
Cepphus_grylle	18	Sauropsida	clade	8457
Cepphus_grylle	19	Sauria	clade	32561
Cepphus_grylle	20	Archelosauria	clade	1329799
Cepphus_grylle	21	Archosauria	clade	8492
Cepphus_grylle	22	Dinosauria	clade	436486
Cepphus_grylle	23	Saurischia	clade	436489
Cepphus_grylle	24	Theropoda	clade	436491
Cepphus_grylle	25	Coelurosauria	clade	436492
Cepphus_grylle	26	Aves	class	8782
Cepphus_grylle	27	Neognathae	infraclass	8825
Cepphus_grylle	28	Charadriiformes	order	8906
Cepphus_grylle	29	Alcidae	family	28683
Cepphus_grylle	30	Cepphus	genus	28695
Cepphus_grylle	31	Cepphus grylle	species	28697
Ceratina_calcarata	1	cellular organisms	no rank	131567
Ceratina_calcarata	2	Eukaryota	superkingdom	2759
Ceratina_calcarata	3	Opisthokonta	clade	33154
Ceratina_calcarata	4	Metazoa	kingdom	33208
Ceratina_calcarata	5	Eumetazoa	clade	6072
Ceratina_calcarata	6	Bilateria	clade	33213
Ceratina_calcarata	7	Protostomia	clade	33317
Ceratina_calcarata	8	Ecdysozoa	clade	1206794
Ceratina_calcarata	9	Panarthropoda	clade	88770
Ceratina_calcarata	10	Arthropoda	phylum	6656
Ceratina_calcarata	11	Mandibulata	clade	197563
Ceratina_calcarata	12	Pancrustacea	clade	197562
Ceratina_calcarata	13	Hexapoda	subphylum	6960
Ceratina_calcarata	14	Insecta	class	50557
Ceratina_calcarata	15	Dicondylia	clade	85512
Ceratina_calcarata	16	Pterygota	subclass	7496
Ceratina_calcarata	17	Neoptera	infraclass	33340
Ceratina_calcarata	18	Endopterygota	cohort	33392
Ceratina_calcarata	19	Hymenoptera	order	7399
Ceratina_calcarata	20	Apocrita	suborder	7400
Ceratina_calcarata	21	Aculeata	infraorder	7434
Ceratina_calcarata	22	Apoidea	superfamily	34735
Ceratina_calcarata	23	Anthophila	clade	3042114
Ceratina_calcarata	24	Apidae	family	7458
Ceratina_calcarata	25	Xylocopinae	subfamily	78170
Ceratina_calcarata	26	Ceratinini	tribe	78171
Ceratina_calcarata	27	Ceratina	genus	78173
Ceratina_calcarata	28	Zadontomerus	subgenus	236025
Ceratina_calcarata	29	Ceratina calcarata	species	156304
Ceratitis_capitata	1	cellular organisms	no rank	131567
Ceratitis_capitata	2	Eukaryota	superkingdom	2759
Ceratitis_capitata	3	Opisthokonta	clade	33154
Ceratitis_capitata	4	Metazoa	kingdom	33208
Ceratitis_capitata	5	Eumetazoa	clade	6072
Ceratitis_capitata	6	Bilateria	clade	33213
Ceratitis_capitata	7	Protostomia	clade	33317
Ceratitis_capitata	8	Ecdysozoa	clade	1206794
Ceratitis_capitata	9	Panarthropoda	clade	88770
Ceratitis_capitata	10	Arthropoda	phylum	6656
Ceratitis_capitata	11	Mandibulata	clade	197563
Ceratitis_capitata	12	Pancrustacea	clade	197562
Ceratitis_capitata	13	Hexapoda	subphylum	6960
Ceratitis_capitata	14	Insecta	class	50557
Ceratitis_capitata	15	Dicondylia	clade	85512
Ceratitis_capitata	16	Pterygota	subclass	7496
Ceratitis_capitata	17	Neoptera	infraclass	33340
Ceratitis_capitata	18	Endopterygota	cohort	33392
Ceratitis_capitata	19	Diptera	order	7147
Ceratitis_capitata	20	Brachycera	suborder	7203
Ceratitis_capitata	21	Muscomorpha	infraorder	43733
Ceratitis_capitata	22	Eremoneura	clade	480118
Ceratitis_capitata	23	Cyclorrhapha	clade	480117
Ceratitis_capitata	24	Schizophora	no rank	43738
Ceratitis_capitata	25	Acalyptratae	no rank	43741
Ceratitis_capitata	26	Tephritoidea	superfamily	43752
Ceratitis_capitata	27	Tephritidae	family	7211
Ceratitis_capitata	28	Dacinae	subfamily	164860
Ceratitis_capitata	29	Ceratitidini	tribe	164862
Ceratitis_capitata	30	Ceratitis	genus	7212
Ceratitis_capitata	31	Ceratitis	subgenus	474492
Ceratitis_capitata	32	Ceratitis capitata	species	7213
Ceratosolen_solmsi	1	cellular organisms	no rank	131567
Ceratosolen_solmsi	2	Eukaryota	superkingdom	2759
Ceratosolen_solmsi	3	Opisthokonta	clade	33154
Ceratosolen_solmsi	4	Metazoa	kingdom	33208
Ceratosolen_solmsi	5	Eumetazoa	clade	6072
Ceratosolen_solmsi	6	Bilateria	clade	33213
Ceratosolen_solmsi	7	Protostomia	clade	33317
Ceratosolen_solmsi	8	Ecdysozoa	clade	1206794
Ceratosolen_solmsi	9	Panarthropoda	clade	88770
Ceratosolen_solmsi	10	Arthropoda	phylum	6656
Ceratosolen_solmsi	11	Mandibulata	clade	197563
Ceratosolen_solmsi	12	Pancrustacea	clade	197562
Ceratosolen_solmsi	13	Hexapoda	subphylum	6960
Ceratosolen_solmsi	14	Insecta	class	50557
Ceratosolen_solmsi	15	Dicondylia	clade	85512
Ceratosolen_solmsi	16	Pterygota	subclass	7496
Ceratosolen_solmsi	17	Neoptera	infraclass	33340
Ceratosolen_solmsi	18	Endopterygota	cohort	33392
Ceratosolen_solmsi	19	Hymenoptera	order	7399
Ceratosolen_solmsi	20	Apocrita	suborder	7400
Ceratosolen_solmsi	21	Proctotrupomorpha	infraorder	1955251
Ceratosolen_solmsi	22	Chalcidoidea	superfamily	7422
Ceratosolen_solmsi	23	Agaonidae	family	75187
Ceratosolen_solmsi	24	Agaoninae	subfamily	75190
Ceratosolen_solmsi	25	Ceratosolen	genus	84507
Ceratosolen_solmsi	26	Ceratosolen solmsi	species	142686
Ceratotherium_simum	1	cellular organisms	no rank	131567
Ceratotherium_simum	2	Eukaryota	superkingdom	2759
Ceratotherium_simum	3	Opisthokonta	clade	33154
Ceratotherium_simum	4	Metazoa	kingdom	33208
Ceratotherium_simum	5	Eumetazoa	clade	6072
Ceratotherium_simum	6	Bilateria	clade	33213
Ceratotherium_simum	7	Deuterostomia	clade	33511
Ceratotherium_simum	8	Chordata	phylum	7711
Ceratotherium_simum	9	Craniata	subphylum	89593
Ceratotherium_simum	10	Vertebrata	clade	7742
Ceratotherium_simum	11	Gnathostomata	clade	7776
Ceratotherium_simum	12	Teleostomi	clade	117570
Ceratotherium_simum	13	Euteleostomi	clade	117571
Ceratotherium_simum	14	Sarcopterygii	superclass	8287
Ceratotherium_simum	15	Dipnotetrapodomorpha	clade	1338369
Ceratotherium_simum	16	Tetrapoda	clade	32523
Ceratotherium_simum	17	Amniota	clade	32524
Ceratotherium_simum	18	Mammalia	class	40674
Ceratotherium_simum	19	Theria	clade	32525
Ceratotherium_simum	20	Eutheria	clade	9347
Ceratotherium_simum	21	Boreoeutheria	clade	1437010
Ceratotherium_simum	22	Laurasiatheria	superorder	314145
Ceratotherium_simum	23	Perissodactyla	order	9787
Ceratotherium_simum	24	Rhinocerotidae	family	9803
Ceratotherium_simum	25	Ceratotherium	genus	9806
Ceratotherium_simum	26	Ceratotherium simum	species	9807
Cercocebus_atys	1	cellular organisms	no rank	131567
Cercocebus_atys	2	Eukaryota	superkingdom	2759
Cercocebus_atys	3	Opisthokonta	clade	33154
Cercocebus_atys	4	Metazoa	kingdom	33208
Cercocebus_atys	5	Eumetazoa	clade	6072
Cercocebus_atys	6	Bilateria	clade	33213
Cercocebus_atys	7	Deuterostomia	clade	33511
Cercocebus_atys	8	Chordata	phylum	7711
Cercocebus_atys	9	Craniata	subphylum	89593
Cercocebus_atys	10	Vertebrata	clade	7742
Cercocebus_atys	11	Gnathostomata	clade	7776
Cercocebus_atys	12	Teleostomi	clade	117570
Cercocebus_atys	13	Euteleostomi	clade	117571
Cercocebus_atys	14	Sarcopterygii	superclass	8287
Cercocebus_atys	15	Dipnotetrapodomorpha	clade	1338369
Cercocebus_atys	16	Tetrapoda	clade	32523
Cercocebus_atys	17	Amniota	clade	32524
Cercocebus_atys	18	Mammalia	class	40674
Cercocebus_atys	19	Theria	clade	32525
Cercocebus_atys	20	Eutheria	clade	9347
Cercocebus_atys	21	Boreoeutheria	clade	1437010
Cercocebus_atys	22	Euarchontoglires	superorder	314146
Cercocebus_atys	23	Primates	order	9443
Cercocebus_atys	24	Haplorrhini	suborder	376913
Cercocebus_atys	25	Simiiformes	infraorder	314293
Cercocebus_atys	26	Catarrhini	parvorder	9526
Cercocebus_atys	27	Cercopithecoidea	superfamily	314294
Cercocebus_atys	28	Cercopithecidae	family	9527
Cercocebus_atys	29	Cercopithecinae	subfamily	9528
Cercocebus_atys	30	Cercocebus	genus	9529
Cercocebus_atys	31	Cercocebus atys	species	9531
Cercopithifilaria_johnstoni	1	cellular organisms	no rank	131567
Cercopithifilaria_johnstoni	2	Eukaryota	superkingdom	2759
Cercopithifilaria_johnstoni	3	Opisthokonta	clade	33154
Cercopithifilaria_johnstoni	4	Metazoa	kingdom	33208
Cercopithifilaria_johnstoni	5	Eumetazoa	clade	6072
Cercopithifilaria_johnstoni	6	Bilateria	clade	33213
Cercopithifilaria_johnstoni	7	Protostomia	clade	33317
Cercopithifilaria_johnstoni	8	Ecdysozoa	clade	1206794
Cercopithifilaria_johnstoni	9	Nematoda	phylum	6231
Cercopithifilaria_johnstoni	10	Chromadorea	class	119089
Cercopithifilaria_johnstoni	11	Rhabditida	order	6236
Cercopithifilaria_johnstoni	12	Spirurina	suborder	6274
Cercopithifilaria_johnstoni	13	Spiruromorpha	infraorder	2072716
Cercopithifilaria_johnstoni	14	Filarioidea	superfamily	6295
Cercopithifilaria_johnstoni	15	Onchocercidae	family	6296
Cercopithifilaria_johnstoni	16	Cercopithifilaria	genus	278038
Cercopithifilaria_johnstoni	17	Cercopithifilaria johnstoni	species	2874296
Cercotrichas_coryphoeus	1	cellular organisms	no rank	131567
Cercotrichas_coryphoeus	2	Eukaryota	superkingdom	2759
Cercotrichas_coryphoeus	3	Opisthokonta	clade	33154
Cercotrichas_coryphoeus	4	Metazoa	kingdom	33208
Cercotrichas_coryphoeus	5	Eumetazoa	clade	6072
Cercotrichas_coryphoeus	6	Bilateria	clade	33213
Cercotrichas_coryphoeus	7	Deuterostomia	clade	33511
Cercotrichas_coryphoeus	8	Chordata	phylum	7711
Cercotrichas_coryphoeus	9	Craniata	subphylum	89593
Cercotrichas_coryphoeus	10	Vertebrata	clade	7742
Cercotrichas_coryphoeus	11	Gnathostomata	clade	7776
Cercotrichas_coryphoeus	12	Teleostomi	clade	117570
Cercotrichas_coryphoeus	13	Euteleostomi	clade	117571
Cercotrichas_coryphoeus	14	Sarcopterygii	superclass	8287
Cercotrichas_coryphoeus	15	Dipnotetrapodomorpha	clade	1338369
Cercotrichas_coryphoeus	16	Tetrapoda	clade	32523
Cercotrichas_coryphoeus	17	Amniota	clade	32524
Cercotrichas_coryphoeus	18	Sauropsida	clade	8457
Cercotrichas_coryphoeus	19	Sauria	clade	32561
Cercotrichas_coryphoeus	20	Archelosauria	clade	1329799
Cercotrichas_coryphoeus	21	Archosauria	clade	8492
Cercotrichas_coryphoeus	22	Dinosauria	clade	436486
Cercotrichas_coryphoeus	23	Saurischia	clade	436489
Cercotrichas_coryphoeus	24	Theropoda	clade	436491
Cercotrichas_coryphoeus	25	Coelurosauria	clade	436492
Cercotrichas_coryphoeus	26	Aves	class	8782
Cercotrichas_coryphoeus	27	Neognathae	infraclass	8825
Cercotrichas_coryphoeus	28	Passeriformes	order	9126
Cercotrichas_coryphoeus	29	Muscicapidae	family	36291
Cercotrichas_coryphoeus	30	Cercotrichas	genus	228304
Cercotrichas_coryphoeus	31	Cercotrichas coryphoeus	species	614051
Certhia_brachydactyla	1	cellular organisms	no rank	131567
Certhia_brachydactyla	2	Eukaryota	superkingdom	2759
Certhia_brachydactyla	3	Opisthokonta	clade	33154
Certhia_brachydactyla	4	Metazoa	kingdom	33208
Certhia_brachydactyla	5	Eumetazoa	clade	6072
Certhia_brachydactyla	6	Bilateria	clade	33213
Certhia_brachydactyla	7	Deuterostomia	clade	33511
Certhia_brachydactyla	8	Chordata	phylum	7711
Certhia_brachydactyla	9	Craniata	subphylum	89593
Certhia_brachydactyla	10	Vertebrata	clade	7742
Certhia_brachydactyla	11	Gnathostomata	clade	7776
Certhia_brachydactyla	12	Teleostomi	clade	117570
Certhia_brachydactyla	13	Euteleostomi	clade	117571
Certhia_brachydactyla	14	Sarcopterygii	superclass	8287
Certhia_brachydactyla	15	Dipnotetrapodomorpha	clade	1338369
Certhia_brachydactyla	16	Tetrapoda	clade	32523
Certhia_brachydactyla	17	Amniota	clade	32524
Certhia_brachydactyla	18	Sauropsida	clade	8457
Certhia_brachydactyla	19	Sauria	clade	32561
Certhia_brachydactyla	20	Archelosauria	clade	1329799
Certhia_brachydactyla	21	Archosauria	clade	8492
Certhia_brachydactyla	22	Dinosauria	clade	436486
Certhia_brachydactyla	23	Saurischia	clade	436489
Certhia_brachydactyla	24	Theropoda	clade	436491
Certhia_brachydactyla	25	Coelurosauria	clade	436492
Certhia_brachydactyla	26	Aves	class	8782
Certhia_brachydactyla	27	Neognathae	infraclass	8825
Certhia_brachydactyla	28	Passeriformes	order	9126
Certhia_brachydactyla	29	Certhiidae	family	66704
Certhia_brachydactyla	30	Certhiinae	subfamily	73328
Certhia_brachydactyla	31	Certhia	genus	73329
Certhia_brachydactyla	32	Certhia brachydactyla	species	73330
Certhia_familiaris	1	cellular organisms	no rank	131567
Certhia_familiaris	2	Eukaryota	superkingdom	2759
Certhia_familiaris	3	Opisthokonta	clade	33154
Certhia_familiaris	4	Metazoa	kingdom	33208
Certhia_familiaris	5	Eumetazoa	clade	6072
Certhia_familiaris	6	Bilateria	clade	33213
Certhia_familiaris	7	Deuterostomia	clade	33511
Certhia_familiaris	8	Chordata	phylum	7711
Certhia_familiaris	9	Craniata	subphylum	89593
Certhia_familiaris	10	Vertebrata	clade	7742
Certhia_familiaris	11	Gnathostomata	clade	7776
Certhia_familiaris	12	Teleostomi	clade	117570
Certhia_familiaris	13	Euteleostomi	clade	117571
Certhia_familiaris	14	Sarcopterygii	superclass	8287
Certhia_familiaris	15	Dipnotetrapodomorpha	clade	1338369
Certhia_familiaris	16	Tetrapoda	clade	32523
Certhia_familiaris	17	Amniota	clade	32524
Certhia_familiaris	18	Sauropsida	clade	8457
Certhia_familiaris	19	Sauria	clade	32561
Certhia_familiaris	20	Archelosauria	clade	1329799
Certhia_familiaris	21	Archosauria	clade	8492
Certhia_familiaris	22	Dinosauria	clade	436486
Certhia_familiaris	23	Saurischia	clade	436489
Certhia_familiaris	24	Theropoda	clade	436491
Certhia_familiaris	25	Coelurosauria	clade	436492
Certhia_familiaris	26	Aves	class	8782
Certhia_familiaris	27	Neognathae	infraclass	8825
Certhia_familiaris	28	Passeriformes	order	9126
Certhia_familiaris	29	Certhiidae	family	66704
Certhia_familiaris	30	Certhiinae	subfamily	73328
Certhia_familiaris	31	Certhia	genus	73329
Certhia_familiaris	32	Certhia familiaris	species	73333
Cervus_canadensis	1	cellular organisms	no rank	131567
Cervus_canadensis	2	Eukaryota	superkingdom	2759
Cervus_canadensis	3	Opisthokonta	clade	33154
Cervus_canadensis	4	Metazoa	kingdom	33208
Cervus_canadensis	5	Eumetazoa	clade	6072
Cervus_canadensis	6	Bilateria	clade	33213
Cervus_canadensis	7	Deuterostomia	clade	33511
Cervus_canadensis	8	Chordata	phylum	7711
Cervus_canadensis	9	Craniata	subphylum	89593
Cervus_canadensis	10	Vertebrata	clade	7742
Cervus_canadensis	11	Gnathostomata	clade	7776
Cervus_canadensis	12	Teleostomi	clade	117570
Cervus_canadensis	13	Euteleostomi	clade	117571
Cervus_canadensis	14	Sarcopterygii	superclass	8287
Cervus_canadensis	15	Dipnotetrapodomorpha	clade	1338369
Cervus_canadensis	16	Tetrapoda	clade	32523
Cervus_canadensis	17	Amniota	clade	32524
Cervus_canadensis	18	Mammalia	class	40674
Cervus_canadensis	19	Theria	clade	32525
Cervus_canadensis	20	Eutheria	clade	9347
Cervus_canadensis	21	Boreoeutheria	clade	1437010
Cervus_canadensis	22	Laurasiatheria	superorder	314145
Cervus_canadensis	23	Artiodactyla	order	91561
Cervus_canadensis	24	Ruminantia	suborder	9845
Cervus_canadensis	25	Pecora	infraorder	35500
Cervus_canadensis	26	Cervidae	family	9850
Cervus_canadensis	27	Cervinae	subfamily	34878
Cervus_canadensis	28	Cervus	genus	9859
Cervus_canadensis	29	Cervus canadensis	species	1574408
Cervus_elaphus	1	cellular organisms	no rank	131567
Cervus_elaphus	2	Eukaryota	superkingdom	2759
Cervus_elaphus	3	Opisthokonta	clade	33154
Cervus_elaphus	4	Metazoa	kingdom	33208
Cervus_elaphus	5	Eumetazoa	clade	6072
Cervus_elaphus	6	Bilateria	clade	33213
Cervus_elaphus	7	Deuterostomia	clade	33511
Cervus_elaphus	8	Chordata	phylum	7711
Cervus_elaphus	9	Craniata	subphylum	89593
Cervus_elaphus	10	Vertebrata	clade	7742
Cervus_elaphus	11	Gnathostomata	clade	7776
Cervus_elaphus	12	Teleostomi	clade	117570
Cervus_elaphus	13	Euteleostomi	clade	117571
Cervus_elaphus	14	Sarcopterygii	superclass	8287
Cervus_elaphus	15	Dipnotetrapodomorpha	clade	1338369
Cervus_elaphus	16	Tetrapoda	clade	32523
Cervus_elaphus	17	Amniota	clade	32524
Cervus_elaphus	18	Mammalia	class	40674
Cervus_elaphus	19	Theria	clade	32525
Cervus_elaphus	20	Eutheria	clade	9347
Cervus_elaphus	21	Boreoeutheria	clade	1437010
Cervus_elaphus	22	Laurasiatheria	superorder	314145
