species1	species2	rho	pval
Hydra_vulgaris	Nasonia_vitripennis	0.853604003582754	0.000000864703796770524
Hydra_vulgaris	Trichogramma_pretiosum	0.816641607769186	0.00000630099391422723
Hydra_vulgaris	Harpegnathos_saltator	0.710047021714776	0.000310971826328236
Hydra_vulgaris	Linepithema_humile	0.684585808907252	0.000618561299620752
Hydra_vulgaris	Camponotus_floridanus	0.686013301580639	0.000596221646283322
Hydra_vulgaris	Pogonomyrmex_barbatus	0.692834023243556	0.000498725462522651
Hydra_vulgaris	Polistes_canadensis	0.852994726987879	0.000000897260871932755
Hydra_vulgaris	Polistes_dominula	0.717196046901306	0.000253083878220692
Hydra_vulgaris	Solenopsis_invicta	0.75277378324194	0.0000822802675267842
Hydra_vulgaris	Acromyrmex_echinatior	0.729679937345908	0.000173996267620186
Hydra_vulgaris	Atta_cephalotes	0.741164708791532	0.000121048857353054
Hydra_vulgaris	Dufourea_novaeangliae	0.733117735780008	0.000156384410757914
Hydra_vulgaris	Megachile_rotundata	0.836176192659837	0.00000234315955232172
Hydra_vulgaris	Habropoda_laboriosa	0.672023498077764	0.000847867301775396
Hydra_vulgaris	Eufriesea_mexicana	0.692176358996132	0.000507490199400772
Hydra_vulgaris	Apis_mellifera	0.807367048650741	0.00000968695641993273
Hydra_vulgaris	Apis_florea	0.70663638241087	0.000342366744313039
Hydra_vulgaris	Apis_cerana	0.867255411455944	0.000000360752808739549
Hydra_vulgaris	Melipona_quadrifasciata	0.738277543705675	0.000132837978016015
Hydra_vulgaris	Bombus_terrestris	0.787573568619143	0.000022575114350737
Hydra_vulgaris	Onthophagus_taurus	0.800911034836454	0.0000128960358595602
Hydra_vulgaris	Tribolium_castaneum	0.835724308736577	0.00000240080288872235
Hydra_vulgaris	Dendroctonus_ponderosae	0.558989721964826	0.00843191350539962
Hydra_vulgaris	Anoplophora_glabripennis	0.85681748760514	0.000000709588836326005
Hydra_vulgaris	Leptinotarsa_decemlineata	0.789371769546924	0.0000209820978845155
Hydra_vulgaris	Bombyx_mori	0.774812927454553	0.0000372279115030668
Hydra_vulgaris	Danaus_plexippus	0.832627852674369	0.00000283038158572666
Hydra_vulgaris	Aedes_aegypti	0.737561326620584	0.00013591126778255
Hydra_vulgaris	Culex_quinquefasciatus	0.810081686336805	0.00000856165593815857
Hydra_vulgaris	Anopheles_gambiae	0.768980491214613	0.0000463028993267303
Hydra_vulgaris	Drosophila_grimshawi	0.799805431928379	0.0000135297873852945
Hydra_vulgaris	Drosophila_pseudoobscura	0.858678000587529	0.000000631463445015442
Hydra_vulgaris	Drosophila_melanogaster	0.899251276501618	0.0000000298884784804687
Hydra_vulgaris	Drosophila_suzukii	0.823592380979105	0.000004492777947798
Hydra_vulgaris	Ceratitis_capitata	0.833062198355168	0.00000276633001671842
Hydra_vulgaris	Lucilia_cuprina	0.853698680924697	0.000000859739082121966
Hydra_vulgaris	Musca_domestica	0.826610454719509	0.00000386148650738831
Hydra_vulgaris	Enhydra_lutris	0.644625543958156	0.00160728683642595
Hydra_vulgaris	Motacilla_alba	0.634674630067313	0.00199767295031413
Hydra_vulgaris	Patagioenas_fasciata	0.874636488657578	0.000000215876462763394
Hydra_vulgaris	Terrapene_carolina	0.707995321158263	0.000329546921000354
Hydra_vulgaris	Osmia_bicornis	0.751345847176413	0.0000863771671949218
Hydra_vulgaris	Neophocaena_asiaeorientalis	0.663630589385202	0.0010383390274731
Hydra_vulgaris	Ovis_aries	0.32443867646879	0.151321040483468
Hydra_vulgaris	Lamprotornis_superbus	0.790663916048647	0.0000198987014162233
Hydra_vulgaris	Nematolebias_whitei	0.776187542290731	0.0000353295497510174
Hydra_vulgaris	Tetranychus_urticae	0.665908188691942	0.000983379322500682
Hydra_vulgaris	Ixodes_scapularis	0.59011072997292	0.00486302416842425
Hydra_vulgaris	Centruroides_sculpturatus	0.515447399776731	0.0167804833104475
Hydra_vulgaris	Eurytemora_affinis	0.434868592329435	0.0488273278231498
Hydra_vulgaris	Tyto_alba	0.667871346506992	0.000938007097111749
Hydra_vulgaris	Anser_cygnoides	0.711956768684862	0.000294495891314364
Hydra_vulgaris	Ursus_arctos	0.763020833333333	0.0000575001014163634
Hydra_vulgaris	Seriola_lalandi	0.801626397760026	0.0000124999190834086
Hydra_vulgaris	Balaenoptera_acutorostrata	0.579238559793828	0.0059298390827019
Hydra_vulgaris	Podarcis_muralis	0.621331913811047	0.00264376433968111
Hydra_vulgaris	Anas_platyrhynchos	0.7412109375	0.000120867692204457
Hydra_vulgaris	Odocoileus_virginianus	0.405203444871802	0.0684171883832192
Hydra_vulgaris	Diabrotica_virgifera	0.667317708333333	0.000950619020495987
Hydra_vulgaris	Trachemys_scripta	0.652230578375738	0.00135422578910252
Hydra_vulgaris	Glossina_fuscipes	0.765896029188651	0.0000518355319527711
Hydra_vulgaris	Ceratosolen_solmsi	0.767858785712619	0.0000482524899076916
Hydra_vulgaris	Bombus_vancouverensis	0.769985694900231	0.0000446142354929699
Hydra_vulgaris	Peromyscus_maniculatus	0.645237186286245	0.00158555905849354
Hydra_vulgaris	Equus_asinus	0.676662895841316	0.000755960879090142
Hydra_vulgaris	Gorilla_gorilla	0.727836342203111	0.000184125566592266
Hydra_vulgaris	Vicugna_pacos	0.702992991990893	0.000378866014054223
Hydra_vulgaris	Pan_troglodytes	0.721824257408425	0.000220764682817528
Hydra_vulgaris	Struthio_camelus	0.820152479933857	0.00000532092474800782
Hydra_vulgaris	Vespula_vulgaris	0.601110087744755	0.00395086993847911
Hydra_vulgaris	Vespula_pensylvanica	0.742235140183652	0.000116913534922012
Hydra_vulgaris	Arvicola_amphibius	0.69804575073387	0.000433724619423777
Hydra_vulgaris	Oenanthe_oenanthe	0.702055184291034	0.00038878253312227
Hydra_vulgaris	Chelonus_insularis	0.855534454279229	0.000000768303872127045
Hydra_vulgaris	Branchiostoma_floridae	0.820730814898089	0.00000517299887767489
Hydra_vulgaris	Cloeon_dipterum	0.800134900586198	0.0000133381491051334
Hydra_vulgaris	Gymnodraco_acuticeps	0.541788875727466	0.0111844478241598
Hydra_vulgaris	Pseudochaenichthys_georgianus	0.806242554245964	0.0000101896539431715
Hydra_vulgaris	Molothrus_ater	0.740117830881953	0.000125214674886928
Hydra_vulgaris	Zerene_cesonia	0.892217566025722	0.0000000551634463308873
Hydra_vulgaris	Osmia_lignaria	0.759672657933167	0.0000647658212763968
Hydra_vulgaris	Bombus_vosnesenskii	0.78922175490034	0.0000211111439196484
Hydra_vulgaris	Bombus_bifarius	0.794062758843922	0.0000172782628160765
Hydra_vulgaris	Arvicanthis_niloticus	0.649202767858812	0.00145061115773394
Hydra_vulgaris	Anneissia_japonica	0.730969575661053	0.00016719915165987
Hydra_vulgaris	Oxyura_jamaicensis	0.806000418967367	0.0000103008312078638
Hydra_vulgaris	Ignelater_luminosus	0.793227003955715	0.0000178929975831928
Hydra_vulgaris	Belonocnema_treatae	0.765896029188651	0.0000518355319527711
Hydra_vulgaris	Stegodyphus_dumicola	0.579324286962221	0.00592072823214827
Hydra_vulgaris	Odontomachus_brunneus	0.728524795550735	0.000180285168053963
Hydra_vulgaris	Eudyptes_filholi	0.848990536299294	0.00000113937023350794
Hydra_vulgaris	Chiroxiphia_lanceolata	0.69582086125344	0.000460527279139965
Hydra_vulgaris	Cyclopterus_lumpus	0.639349897767226	0.00180534642567786
Hydra_vulgaris	Notolabrus_celidotus	0.548145854467679	0.010092690833314
Hydra_vulgaris	Pecten_maximus	0.786922743001374	0.0000231770809411952
Hydra_vulgaris	Photinus_pyralis	0.612829729657084	0.00314042646370602
Hydra_vulgaris	Camarhynchus_parvulus	0.810935506458266	0.00000823219382461229
Hydra_vulgaris	Asterias_rubens	0.781504437394793	0.0000287554833940565
Hydra_vulgaris	Gopherus_evgoodei	0.666992187345158	0.000958101375987852
Hydra_vulgaris	Archocentrus_centrarchus	0.636156486786397	0.0019349329004983
Hydra_vulgaris	Dermochelys_coriacea	0.641392809749233	0.00172634314491445
Hydra_vulgaris	Thrips_palmi	0.75048875860515	0.0000889200039264081
Hydra_vulgaris	Eumeta_japonica	0.828116393263122	0.00000357663212339075
Hydra_vulgaris	Nylanderia_fulva	0.735230075571805	0.000146343218052355
Hydra_vulgaris	Varanus_komodoensis	0.809446425839322	0.00000881420190539076
Hydra_vulgaris	Anarrhichthys_ocellatus	0.680352231210217	0.000689058080311706
Hydra_vulgaris	Cottoperca_gobio	0.664499911644657	0.00101706227749514
Hydra_vulgaris	Phyllostomus_discolor	0.675063304227576	0.000786640546399609
Hydra_vulgaris	Onychomys_torridus	0.645087969975909	0.0015908367805963
Hydra_vulgaris	Suricata_suricatta	0.661673756994258	0.00108761730396101
Hydra_vulgaris	Strigops_habroptila	0.7275390625	0.000185805520967809
Hydra_vulgaris	Drosophila_guanche	0.839583769757674	0.00000194617867090053
Hydra_vulgaris	Marmota_flaviventris	0.590879604214298	0.00479404957634536
Hydra_vulgaris	Electrophorus_electricus	0.455136925784012	0.0381563396810807
Hydra_vulgaris	Apteryx_rowi	0.881242102510815	0.0000001325861249343
Hydra_vulgaris	Ceratotherium_simum	0.642043639591698	0.00170179475477282
Hydra_vulgaris	Micropterus_salmoides	0.820288589624558	0.00000528578169770392
Hydra_vulgaris	Drosophila_subpulchrella	0.878580729166666	0.000000161903831102352
Hydra_vulgaris	Molossus_molossus	0.718944548472106	0.000240426459129277
Hydra_vulgaris	Pipistrellus_kuhlii	0.723003516906319	0.000213121435992909
Hydra_vulgaris	Arctia_plantaginis	0.863473856660476	0.000000463882930338918
Hydra_vulgaris	Contarinia_nasturtii	0.828982412995902	0.00000342130590735678
Hydra_vulgaris	Talpa_occidentalis	0.7143323991411	0.000275050334155593
Hydra_vulgaris	Grammomys_surdaster	0.713727717281378	0.000279892229041293
Hydra_vulgaris	Pipra_filicauda	0.652316969880364	0.00135155713953685
Hydra_vulgaris	Cyanistes_caeruleus	0.634140542718348	0.00202070103656289
Hydra_vulgaris	Paramormyrops_kingsleyae	0.726503781827608	0.000191759368878777
Hydra_vulgaris	Melanaphis_sacchari	0.867729544621937	0.000000349369651388885
Hydra_vulgaris	Piliocolobus_tephrosceles	0.705499549232033	0.000353417207297307
Hydra_vulgaris	Mastomys_coucha	0.684672994273154	0.000617176725677865
Hydra_vulgaris	Acanthochromis_polyacanthus	0.595579177168793	0.00438986910203993
Hydra_vulgaris	Mus_pahari	0.6444891662418	0.00161216556129805
Hydra_vulgaris	Miniopterus_natalensis	0.678109789407124	0.000729092568609954
Hydra_vulgaris	Myotis_myotis	0.631596225232372	0.00213349258900629
Hydra_vulgaris	Sturnus_vulgaris	0.916948785380596	0.00000000511980648518494
Hydra_vulgaris	Octopus_bimaculoides	0.713914777872636	0.000278386619221133
Hydra_vulgaris	Lynx_pardinus	0.226451513087326	0.323598912578478
Hydra_vulgaris	Lynx_canadensis	0.671656397423854	0.000855528110061781
Hydra_vulgaris	Calidris_pugnax	0.637168649405581	0.00189303914866078
Hydra_vulgaris	Nicrophorus_vespilloides	0.888527482689512	0.0000000748308814437628
Hydra_vulgaris	Dinoponera_quadriceps	0.658292061072006	0.00117745169988219
Hydra_vulgaris	Gekko_japonicus	0.719909065837967	0.000233679967729109
Hydra_vulgaris	Pantherophis_guttatus	0.744537015153529	0.000108431933038337
Hydra_vulgaris	Hermetia_illucens	0.891496027103043	0.0000000586026142655471
Hydra_vulgaris	Scaptodrosophila_lebanonensis	0.914575718124379	0.00000000662798132165261
Hydra_vulgaris	Zootoca_vivipara	0.559752553284021	0.00832408693207633
Hydra_vulgaris	Manis_javanica	0.606654781988739	0.00354809046196569
Hydra_vulgaris	Sander_lucioperca	0.752033882968279	0.0000843816225554574
Hydra_vulgaris	Colossoma_macropomum	0.745691411790564	0.000104382287562551
Hydra_vulgaris	Perca_fluviatilis	0.639349897767226	0.00180534642567786
Hydra_vulgaris	Periophthalmus_magnuspinnatus	0.659401570923433	0.00114731006263567
Hydra_vulgaris	Ophiophagus_hannah	0.700308353800815	0.000407846891049663
Hydra_vulgaris	Crotalus_tigris	0.748539524153112	0.0000949452318271158
Hydra_vulgaris	Thamnophis_elegans	0.700588425651511	0.000404737512090268
Hydra_vulgaris	Naja_naja	0.67949226259223	0.000704184022332701
Hydra_vulgaris	Aquila_chrysaetos	0.750569886747916	0.0000886765693149034
Hydra_vulgaris	Catharus_ustulatus	0.588849820653344	0.00497791943678924
Hydra_vulgaris	Corvus_cornix	0.76200133054378	0.0000596336272493957
Hydra_vulgaris	Hirundo_rustica	0.785731156665681	0.0000243154896671076
Hydra_vulgaris	Panthera_leo	0.705595464890443	0.00035247321888955
Hydra_vulgaris	Pteropus_giganteus	0.70674520569682	0.000341324638980943
Hydra_vulgaris	Myotis_brandtii	0.463494526920207	0.0343275702440557
Hydra_vulgaris	Phascolarctos_cinereus	0.904824758600911	0.0000000177996688996537
Hydra_vulgaris	Trichechus_manatus	0.743573095016234	0.000111916627957473
Hydra_vulgaris	Caenorhabditis_elegans	0.886356282745261	0.0000000890970059587405
Hydra_vulgaris	Meriones_unguiculatus	0.701760700744871	0.000391941912873716
Hydra_vulgaris	Bactrocera_oleae	0.7822265625	0.0000279504373480934
Hydra_vulgaris	Gigantopelta_aegis	0.721626359687423	0.000222070149046124
Hydra_vulgaris	Acinonyx_jubatus	0.588082089139582	0.00504897165921206
Hydra_vulgaris	Neomonachus_schauinslandi	0.675130208333333	0.000785336459833188
Hydra_vulgaris	Vulpes_lagopus	0.671987113282302	0.000848623983125387
Hydra_vulgaris	Halichoerus_grypus	0.641392809749233	0.00172634314491445
Hydra_vulgaris	Nyctereutes_procyonoides	0.709446404618931	0.000316314169900771
Hydra_vulgaris	Vulpes_vulpes	0.697818337223768	0.000436401530441175
Hydra_vulgaris	Leptonychotes_weddellii	0.637993136355175	0.00185948008338671
Hydra_vulgaris	Mirounga_leonina	0.618350694108792	0.00280982014643696
Hydra_vulgaris	Puma_concolor	0.631442826844192	0.00214045858807846
Hydra_vulgaris	Orbicella_faveolata	0.532205707957936	0.0130104324582815
Hydra_vulgaris	Hydra_vulgaris	1	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000255751735970533
Hydra_vulgaris	Stylophora_pistillata	0.5966796875	0.00429943316195016
Hydra_vulgaris	Ancylostoma_ceylanicum	0.577489271175173	0.00611829405040011
Hydra_vulgaris	Alligator_mississippiensis	0.617340811523821	0.00286801364900825
Hydra_vulgaris	Daphnia_galeata	0.563069396755649	0.00786831598689717
Hydra_vulgaris	Ramazzottius_varieornatus	0.895961727637405	0.0000000400242454679356
Hydra_vulgaris	Puntigrus_tetrazona	0.699089282641568	0.000421620341619825
Hydra_vulgaris	Caenorhabditis_nigoni	0.853658942847898	0.000000861819815797241
Hydra_vulgaris	Lepidothrix_coronata	0.730356366701821	0.000170402029785242
Hydra_vulgaris	Owenia_fusiformis	0.575057015183002	0.00638852210998305
Hydra_vulgaris	Betta_splendens	0.413411458333333	0.0624877310633271
Hydra_vulgaris	Onychostruthus_taczanowskii	0.658602668354828	0.00116894675300424
Hydra_vulgaris	Numida_meleagris	0.80255710018339	0.00001200048037834
Hydra_vulgaris	Papilio_machaon	0.8627777867495	0.000000485464076800737
Hydra_vulgaris	Mustela_putorius	0.744299832210403	0.000109280568170908
Hydra_vulgaris	Lates_calcarifer	0.884515476734492	0.000000103021656467872
Hydra_vulgaris	Takifugu_flavidus	0.551825762359994	0.00950156037997611
Hydra_vulgaris	Tursiops_truncatus	0.570963541666667	0.00686551512041475
Hydra_vulgaris	Elysia_chlorotica	0.903708714368672	0.0000000197956033707343
Hydra_vulgaris	Haliotis_rufescens	0.819010416666667	0.00000562395042416227
Hydra_vulgaris	Trichuris_suis	0.797591971940827	0.0000148806931978187
Hydra_vulgaris	Homarus_americanus	0.766753578029863	0.0000502426552243631
Hydra_vulgaris	Echinococcus_granulosus	0.480624154200319	0.0274239830426248
Hydra_vulgaris	Schistosoma_haematobium	0.410174605057306	0.0647775244857861
Hydra_vulgaris	Acropora_digitifera	0.556790409612713	0.00874921687217099
Hydra_vulgaris	Pieris_rapae	0.826429561517918	0.00000389700510920762
Hydra_vulgaris	Coptotermes_formosanus	0.815574276297862	0.00000662865442746731
Hydra_vulgaris	Myotis_lucifugus	0.507193442486678	0.0189363698250516
Hydra_vulgaris	Gymnogyps_californianus	0.633725936238774	0.00203873105249696
Hydra_vulgaris	Fundulus_heteroclitus	0.610731997968896	0.00327427918843277
Hydra_vulgaris	Pteropus_vampyrus	0.704752604166667	0.0003608429145069
Hydra_vulgaris	Necator_americanus	0.698340420964918	0.000430276913637069
Hydra_vulgaris	Dictyocaulus_viviparus	0.75407182125474	0.000078703001859368
Hydra_vulgaris	Melitaea_cinxia	0.820730814898089	0.00000517299887767489
Hydra_vulgaris	Clonorchis_sinensis	0.767653799187438	0.000048616358865495
Hydra_vulgaris	Acropora_millepora	0.550423018254785	0.00972345959133264
Hydra_vulgaris	Drosophila_mauritiana	0.916558797257119	0.00000000534450028899069
Hydra_vulgaris	Drosophila_sechellia	0.917654115014557	0.00000000473461774073268
Hydra_vulgaris	Drosophila_erecta	0.89680426000396	0.000000037174579104168
Hydra_vulgaris	Acanthocheilonema_viteae	0.840122888111262	0.00000188911505246904
Hydra_vulgaris	Varroa_destructor	0.821882166660191	0.00000488918656589165
Hydra_vulgaris	Loa_loa	0.819837747356329	0.00000540297179399942
Hydra_vulgaris	Steinernema_carpocapsae	0.905598958333333	0.000000016521896538651
Hydra_vulgaris	Penaeus_chinensis	0.805338541666667	0.0000106101573621784
Hydra_vulgaris	Lepeophtheirus_salmonis	0.369368396964486	0.0993756643933172
Hydra_vulgaris	Chloebia_gouldiae	0.649777901765779	0.00143186989347697
